INQ_YMD,PDLT_CODE,PDLT_NM,NTT_CN,NMYR_RATE,BFRT_RATE,WHSL_DAIL_PRCE,WHSL_TDP,WHSL_BFRT_PRCE,WHSL_BF_TDP,WHSL_PVYR_TDP,WHSL_NMYR_TDP,WHSL_DAIL_CRSS_STEP_NM,WHSL_DAIL_FMF_CTNU_CRSS_NBOT,WHSL_DAIL_FMF_CRSS_STEP_CODE,WHSL_TDBM_CRSS_STEP_NM,WHSL_TDBM_FMF_CRSS_STEP_CODE,WHSL_TDBM_FMF_CTNU_CRSS_NBOT,WHSL_MM_CRSS_STEP_NM,WHSL_MM_FMF_CRSS_STEP_CODE,WHSL_BF_YMD,WHSL_BF_TDBM_MM,WHSL_BF_TDBM_NM,WHSL_TDBM_MM,WHSL_TDBM_NM,WHSL_YMD,RTSL_DAIL_PRCE,RTSL_TDP,RTSL_BFRT_PRCE,RTSL_BF_TDP,RTSL_PVYR_TDP,RTSL_NMYR_TDP,RTSL_DAIL_CRSS_STEP_NM,RTSL_DAIL_FMF_CTNU_CRSS_NBOT,RTSL_DAIL_FMF_CRSS_STEP_CODE,RTSL_TDBM_CRSS_STEP_NM,RTSL_TDBM_FMF_CRSS_STEP_CODE,RTSL_TDBM_FMF_CTNU_CRSS_NBOT,RTSL_MM_CRSS_STEP_NM,RTSL_MM_FMF_CRSS_STEP_CODE,RTSL_BF_YMD,RTSL_BF_TDBM_MM,RTSL_BF_TDBM_NM,RTSL_TDBM_MM,RTSL_TDBM_NM,RTSL_YMD,ETL_LDG_DT
20260226,1001,배추,0,12.082,2.639,3284.333,3141.048,3197.667,2905.000,5051.571,2930.000,상승주의,1.000,05,안정,04,1.000,상승주의,05,20260225,02,중순,02,하순,20260226,5170.208,5122.042,5118.542,4890.000,5189.861,4126.000,,0.000,,,,0.000,,,20260225,02,중순,02,하순,20260226,20260313100002
20260226,1101,무,0,14.461,-8.484,1401.400,1491.486,1520.300,1599.000,2754.643,1224.000,상승주의,3.000,05,상승주의,05,1.000,상승경계,06,20260225,02,중순,02,하순,20260226,2271.143,2262.590,2231.707,2153.000,3231.435,1852.000,,0.000,,,,0.000,,,20260225,02,중순,02,하순,20260226,20260313100002
20260226,1207,건고추,0,0.460,0.000,13104.000,13104.000,13104.000,13104.000,13235.000,13044.000,안정,160.000,04,안정,04,1.000,안정,04,20260224,02,중순,02,하순,20260225,17034.783,17045.217,17034.783,17061.000,17727.381,17547.000,,0.000,,,,0.000,,,20260224,02,중순,02,하순,20260225,20260313100002
20260226,1209,마늘,0,6.580,0.000,8050.000,8050.000,8050.000,8050.000,7409.524,7553.000,안정,117.000,04,안정,04,1.000,안정,04,20260224,02,중순,02,하순,20260225,10981.800,10666.760,11050.600,10251.000,10918.354,11107.000,,0.000,,,,0.000,,,20260224,02,중순,02,하순,20260225,20260313100002
20260226,1201,양파,0,-41.109,-2.165,924.000,958.429,944.000,1062.000,1672.857,1569.000,하락경계,2.000,02,하락주의,03,1.000,하락심각,01,20260225,02,중순,02,하순,20260226,2317.000,2305.040,2292.400,2171.000,2829.767,2586.000,,0.000,,,,0.000,,,20260225,02,중순,02,하순,20260226,20260313100002
20260226,1202,대파,0,-38.212,6.944,1541.000,1494.571,1434.000,2074.000,2041.714,2494.000,안정,6.000,04,안정,04,1.000,안정,04,20260225,02,중순,02,하순,20260226,5104.756,5442.785,5652.381,5879.000,7288.798,6149.000,,0.000,,,,0.000,,,20260225,02,중순,02,하순,20260226,20260313100002
20260227,1001,배추,0,6.758,-5.009,3127.667,3141.048,3284.333,2905.000,5051.571,2930.000,안정,1.000,04,안정,04,1.000,상승주의,05,20260226,02,중순,02,하순,20260227,5198.125,5122.042,5170.208,4890.000,5189.861,4126.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316131503
20260227,1101,무,0,8.987,-5.045,1334.100,1491.486,1401.400,1599.000,2754.643,1224.000,안정,1.000,04,상승주의,05,1.000,상승경계,06,20260226,02,중순,02,하순,20260227,2310.588,2262.590,2271.143,2153.000,3231.435,1852.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316131503
20260227,1207,건고추,0,0.460,0.000,13104.000,13104.000,13104.000,13104.000,13235.000,13044.000,안정,161.000,04,안정,04,1.000,안정,04,20260225,02,중순,02,하순,20260226,17047.826,17045.217,17034.783,17061.000,17727.381,17547.000,,0.000,,,,0.000,,,20260225,02,중순,02,하순,20260226,20260316131503
20260227,1209,마늘,0,6.580,0.000,8050.000,8050.000,8050.000,8050.000,7409.524,7553.000,안정,118.000,04,안정,04,1.000,안정,04,20260225,02,중순,02,하순,20260226,10189.800,10666.760,10981.800,10251.000,10918.354,11107.000,,0.000,,,,0.000,,,20260225,02,중순,02,하순,20260226,20260316131503
20260227,1201,양파,0,-41.109,0.000,924.000,958.429,924.000,1062.000,1672.857,1569.000,하락경계,3.000,02,하락주의,03,1.000,하락심각,01,20260226,02,중순,02,하순,20260227,2311.800,2305.040,2317.000,2171.000,2829.767,2586.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316131503
20260227,1202,대파,0,-43.464,-9.291,1410.000,1494.571,1541.000,2074.000,2041.714,2494.000,안정,7.000,04,안정,04,1.000,안정,04,20260226,02,중순,02,하순,20260227,4991.707,5442.785,5104.756,5879.000,7288.798,6149.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316131503
20260228,1001,배추,0,3.003,-3.645,3017.667,3141.048,3127.667,2905.000,5051.571,2930.000,안정,2.000,04,안정,04,1.000,상승주의,05,20260227,02,중순,02,하순,20260228,5198.125,5122.042,5170.208,4890.000,5189.861,4126.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316181503
20260228,1101,무,0,11.356,2.092,1362.600,1491.486,1334.100,1599.000,2754.643,1224.000,안정,2.000,04,상승주의,05,1.000,상승경계,06,20260227,02,중순,02,하순,20260228,2310.588,2262.590,2271.143,2153.000,3231.435,1852.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316181503
20260228,1207,건고추,0,0.460,0.000,13104.000,13104.000,13104.000,13104.000,13235.000,13044.000,안정,162.000,04,안정,04,1.000,안정,04,20260226,02,중순,02,하순,20260227,17047.826,17045.217,17047.826,17061.000,17727.381,17547.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316181503
20260228,1209,마늘,0,6.580,0.000,8050.000,8050.000,8050.000,8050.000,7409.524,7553.000,안정,119.000,04,안정,04,1.000,안정,04,20260226,02,중순,02,하순,20260227,10133.600,10666.760,10189.800,10251.000,10918.354,11107.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316181503
20260228,1201,양파,0,-40.280,1.387,937.000,958.429,924.000,1062.000,1672.857,1569.000,하락경계,4.000,02,하락주의,03,1.000,하락심각,01,20260227,02,중순,02,하순,20260228,2311.800,2305.040,2317.000,2171.000,2829.767,2586.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316181503
20260228,1202,대파,0,-41.500,3.358,1459.000,1494.571,1410.000,2074.000,2041.714,2494.000,안정,8.000,04,안정,04,1.000,안정,04,20260227,02,중순,02,하순,20260228,4991.707,5442.785,5104.756,5879.000,7288.798,6149.000,,0.000,,,,0.000,,,20260226,02,중순,02,하순,20260227,20260316181503
