INQ_YMD,PDLT_CODE,PDLT_NM,NTT_CN,NMYR_RATE,BFRT_RATE,WHSL_DAIL_PRCE,WHSL_TDP,WHSL_BFRT_PRCE,WHSL_BF_TDP,WHSL_PVYR_TDP,WHSL_NMYR_TDP,WHSL_DAIL_CRSS_STEP_NM,WHSL_DAIL_FMF_CTNU_CRSS_NBOT,WHSL_DAIL_FMF_CRSS_STEP_CODE,WHSL_TDBM_CRSS_STEP_NM,WHSL_TDBM_FMF_CRSS_STEP_CODE,WHSL_TDBM_FMF_CTNU_CRSS_NBOT,WHSL_MM_CRSS_STEP_NM,WHSL_MM_FMF_CRSS_STEP_CODE,WHSL_BF_YMD,WHSL_BF_TDBM_MM,WHSL_BF_TDBM_NM,WHSL_TDBM_MM,WHSL_TDBM_NM,WHSL_YMD,RTSL_DAIL_PRCE,RTSL_TDP,RTSL_BFRT_PRCE,RTSL_BF_TDP,RTSL_PVYR_TDP,RTSL_NMYR_TDP,RTSL_DAIL_CRSS_STEP_NM,RTSL_DAIL_FMF_CTNU_CRSS_NBOT,RTSL_DAIL_FMF_CRSS_STEP_CODE,RTSL_TDBM_CRSS_STEP_NM,RTSL_TDBM_FMF_CRSS_STEP_CODE,RTSL_TDBM_FMF_CTNU_CRSS_NBOT,RTSL_MM_CRSS_STEP_NM,RTSL_MM_FMF_CRSS_STEP_CODE,RTSL_BF_YMD,RTSL_BF_TDBM_MM,RTSL_BF_TDBM_NM,RTSL_TDBM_MM,RTSL_TDBM_NM,RTSL_YMD,ETL_LDG_DT
20260201,1001,배추,0,26.133,-2.249,2949.333,2982.458,3015.667,3201.000,4958.500,2338.000,안정,6.000,04,안정,04,1.000,상승심각,07,20260130,01,하순,02,상순,20260131,4911.667,4670.833,4917.500,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260222220002
20260201,1101,무,0,30.071,-0.603,1475.300,1501.750,1484.200,1385.000,3026.250,1134.000,상승주의,5.000,05,상승주의,05,1.000,안정,04,20260130,01,하순,02,상순,20260131,2119.722,2002.941,2114.167,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260222220002
20260201,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,145.000,04,안정,04,1.000,안정,04,20260129,01,하순,02,상순,20260130,17047.826,17059.006,17047.826,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260222220002
20260201,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,102.000,04,안정,04,1.000,안정,04,20260129,01,하순,02,상순,20260130,10979.200,10555.171,11107.000,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260222220002
20260201,1201,양파,0,-27.619,1.518,988.000,987.500,973.000,1022.000,1505.875,1365.000,하락주의,3.000,03,안정,04,1.000,안정,04,20260130,01,하순,02,상순,20260131,2286.600,2215.143,2298.200,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260222220002
20260201,1202,대파,0,-39.736,4.378,1462.000,1658.125,1398.000,1468.000,2027.000,2426.000,안정,1.000,04,안정,04,1.000,안정,04,20260130,01,하순,02,상순,20260131,5031.951,5238.037,5035.854,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260222220002
20260202,1001,배추,0,32.506,4.809,3098.333,2982.458,2949.333,3201.000,4958.500,2338.000,안정,7.000,04,안정,04,1.000,안정,04,20260131,01,하순,02,상순,20260202,4635.208,4670.833,4911.667,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260130,01,하순,02,상순,20260202,20260223074503
20260202,1101,무,0,29.894,-0.156,1473.000,1501.750,1475.300,1385.000,3026.250,1134.000,상승주의,6.000,05,상승주의,05,1.000,상승경계,06,20260131,01,하순,02,상순,20260202,2023.947,2002.941,2119.722,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260130,01,하순,02,상순,20260202,20260223074503
20260202,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,145.000,04,안정,04,1.000,안정,04,20260129,01,하순,02,상순,20260130,17047.826,17059.006,17047.826,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260223074503
20260202,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,102.000,04,안정,04,1.000,안정,04,20260129,01,하순,02,상순,20260130,10979.200,10555.171,11107.000,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260129,01,하순,02,상순,20260130,20260223074503
20260202,1201,양파,0,-26.886,1.002,998.000,987.500,988.000,1022.000,1505.875,1365.000,하락주의,4.000,03,하락주의,03,1.000,하락경계,02,20260131,01,하순,02,상순,20260202,2347.800,2215.143,2286.600,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260130,01,하순,02,상순,20260202,20260223074503
20260202,1202,대파,0,-36.356,5.311,1544.000,1658.125,1462.000,1468.000,2027.000,2426.000,안정,2.000,04,안정,04,1.000,안정,04,20260131,01,하순,02,상순,20260202,5013.333,5238.037,5031.951,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260130,01,하순,02,상순,20260202,20260223074503
20260203,1001,배추,0,30.582,-1.496,3052.667,2982.458,3098.333,3201.000,4958.500,2338.000,안정,8.000,04,안정,04,1.000,안정,04,20260202,01,하순,02,상순,20260203,4637.292,4670.833,4635.208,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260202,01,하순,02,상순,20260203,20260223131502
20260203,1101,무,0,37.390,5.474,1558.300,1501.750,1473.000,1385.000,3026.250,1134.000,상승경계,1.000,06,상승주의,05,1.000,상승경계,06,20260202,01,하순,02,상순,20260203,2008.750,2002.941,2023.947,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260202,01,하순,02,상순,20260203,20260223131502
20260203,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,146.000,04,안정,04,1.000,안정,04,20260130,01,하순,02,상순,20260202,17047.826,17059.006,17047.826,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260130,01,하순,02,상순,20260202,20260223131502
20260203,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,103.000,04,안정,04,1.000,안정,04,20260130,01,하순,02,상순,20260202,10650.800,10555.171,10979.200,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260130,01,하순,02,상순,20260202,20260223131502
20260203,1201,양파,0,-29.084,-3.099,968.000,987.500,998.000,1022.000,1505.875,1365.000,하락주의,5.000,03,하락주의,03,1.000,하락경계,02,20260202,01,하순,02,상순,20260203,2342.600,2215.143,2347.800,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260202,01,하순,02,상순,20260203,20260223131502
20260203,1202,대파,0,-37.098,-1.180,1526.000,1658.125,1544.000,1468.000,2027.000,2426.000,안정,3.000,04,안정,04,1.000,안정,04,20260202,01,하순,02,상순,20260203,5170.610,5238.037,5013.333,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260202,01,하순,02,상순,20260203,20260223131502
20260204,1001,배추,0,22.156,-6.874,2856.333,2982.458,3052.667,3201.000,4958.500,2338.000,안정,9.000,04,안정,04,1.000,안정,04,20260203,01,하순,02,상순,20260204,4639.167,4670.833,4637.292,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260203,01,하순,02,상순,20260204,20260223203003
20260204,1101,무,0,30.776,-5.056,1483.300,1501.750,1558.300,1385.000,3026.250,1134.000,상승주의,1.000,05,상승주의,05,1.000,상승경계,06,20260203,01,하순,02,상순,20260204,2012.000,2002.941,2008.750,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260203,01,하순,02,상순,20260204,20260223203003
20260204,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,147.000,04,안정,04,1.000,안정,04,20260202,01,하순,02,상순,20260203,17060.870,17059.006,17047.826,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260202,01,하순,02,상순,20260203,20260223203003
20260204,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,104.000,04,안정,04,1.000,안정,04,20260202,01,하순,02,상순,20260203,10745.600,10555.171,10650.800,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260202,01,하순,02,상순,20260203,20260223203003
20260204,1201,양파,0,-28.278,1.124,979.000,987.500,968.000,1022.000,1505.875,1365.000,하락주의,6.000,03,하락주의,03,1.000,하락경계,02,20260203,01,하순,02,상순,20260204,2341.000,2215.143,2342.600,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260203,01,하순,02,상순,20260204,20260223203003
20260204,1202,대파,0,-35.903,1.865,1555.000,1658.125,1526.000,1468.000,2027.000,2426.000,안정,4.000,04,안정,04,1.000,안정,04,20260203,01,하순,02,상순,20260204,5128.415,5238.037,5170.610,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260203,01,하순,02,상순,20260204,20260223203003
20260205,1001,배추,0,30.240,6.206,3045.333,2982.458,2856.333,3201.000,4958.500,2338.000,안정,10.000,04,안정,04,1.000,안정,04,20260204,01,하순,02,상순,20260205,4641.458,4670.833,4639.167,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260204,01,하순,02,상순,20260205,20260224013003
20260205,1101,무,0,24.691,-4.879,1414.300,1501.750,1483.300,1385.000,3026.250,1134.000,상승주의,2.000,05,상승주의,05,1.000,상승경계,06,20260204,01,하순,02,상순,20260205,1951.500,2002.941,2012.000,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260204,01,하순,02,상순,20260205,20260224013003
20260205,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,148.000,04,안정,04,1.000,안정,04,20260203,01,하순,02,상순,20260204,17060.870,17059.006,17060.870,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260203,01,하순,02,상순,20260204,20260224013003
20260205,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,105.000,04,안정,04,1.000,안정,04,20260203,01,하순,02,상순,20260204,10745.600,10555.171,10745.600,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260203,01,하순,02,상순,20260204,20260224013003
20260205,1201,양파,0,-26.007,3.069,1010.000,987.500,979.000,1022.000,1505.875,1365.000,하락주의,7.000,03,하락주의,03,1.000,하락경계,02,20260204,01,하순,02,상순,20260205,2102.600,2215.143,2341.000,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260204,01,하순,02,상순,20260205,20260224013003
20260205,1202,대파,0,-37.345,-2.303,1520.000,1658.125,1555.000,1468.000,2027.000,2426.000,안정,5.000,04,안정,04,1.000,안정,04,20260204,01,하순,02,상순,20260205,5163.049,5238.037,5128.415,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260204,01,하순,02,상순,20260205,20260224013003
20260206,1001,배추,0,21.514,-7.180,2841.333,2982.458,3045.333,3201.000,4958.500,2338.000,안정,11.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,4634.375,4670.833,4641.458,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224091503
20260206,1101,무,0,26.014,1.043,1429.200,1501.750,1414.300,1385.000,3026.250,1134.000,상승주의,3.000,05,상승주의,05,1.000,상승경계,06,20260205,01,하순,02,상순,20260206,1988.049,2002.941,1951.500,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224091503
20260206,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,149.000,04,안정,04,1.000,안정,04,20260204,01,하순,02,상순,20260205,17060.870,17059.006,17060.870,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260204,01,하순,02,상순,20260205,20260224091503
20260206,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,106.000,04,안정,04,1.000,안정,04,20260204,01,하순,02,상순,20260205,10211.200,10555.171,10745.600,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260204,01,하순,02,상순,20260205,20260224091503
20260206,1201,양파,0,-28.571,-3.590,975.000,987.500,1010.000,1022.000,1505.875,1365.000,하락주의,8.000,03,하락주의,03,1.000,하락경계,02,20260205,01,하순,02,상순,20260206,2098.800,2215.143,2102.600,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224091503
20260206,1202,대파,0,-32.481,7.204,1638.000,1658.125,1520.000,1468.000,2027.000,2426.000,안정,6.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,5286.098,5238.037,5163.049,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224091503
20260207,1001,배추,0,23.909,1.910,2896.667,2982.458,2841.333,3201.000,4958.500,2338.000,안정,12.000,04,안정,04,1.000,안정,04,20260206,01,하순,02,상순,20260207,4634.375,4670.833,4641.458,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224150003
20260207,1101,무,0,30.247,3.236,1477.000,1501.750,1429.200,1385.000,3026.250,1134.000,상승주의,4.000,05,상승주의,05,1.000,상승경계,06,20260206,01,하순,02,상순,20260207,1988.049,2002.941,1951.500,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224150003
20260207,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,150.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,17060.870,17059.006,17060.870,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224150003
20260207,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,107.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,10211.200,10555.171,10211.200,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224150003
20260207,1201,양파,0,-28.718,-0.206,973.000,987.500,975.000,1022.000,1505.875,1365.000,하락주의,9.000,03,하락주의,03,1.000,하락경계,02,20260206,01,하순,02,상순,20260207,2098.800,2215.143,2102.600,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224150003
20260207,1202,대파,0,-36.439,-6.226,1542.000,1658.125,1638.000,1468.000,2027.000,2426.000,안정,7.000,04,안정,04,1.000,안정,04,20260206,01,하순,02,상순,20260207,5286.098,5238.037,5163.049,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224150003
20260208,1001,배추,0,23.909,1.910,2896.667,2982.458,2841.333,3201.000,4958.500,2338.000,안정,12.000,04,안정,04,1.000,안정,04,20260206,01,하순,02,상순,20260207,4634.375,4670.833,4641.458,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224204503
20260208,1101,무,0,30.247,3.236,1477.000,1501.750,1429.200,1385.000,3026.250,1134.000,상승주의,4.000,05,상승주의,05,1.000,상승경계,06,20260206,01,하순,02,상순,20260207,1988.049,2002.941,1951.500,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224204503
20260208,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,150.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,17060.870,17059.006,17060.870,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224204503
20260208,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,107.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,10211.200,10555.171,10211.200,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224204503
20260208,1201,양파,0,-28.718,-0.206,973.000,987.500,975.000,1022.000,1505.875,1365.000,하락주의,9.000,03,하락주의,03,1.000,하락경계,02,20260206,01,하순,02,상순,20260207,2098.800,2215.143,2102.600,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224204503
20260208,1202,대파,0,-36.439,-6.226,1542.000,1658.125,1638.000,1468.000,2027.000,2426.000,안정,7.000,04,안정,04,1.000,안정,04,20260206,01,하순,02,상순,20260207,5286.098,5238.037,5163.049,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260224204503
20260209,1001,배추,0,32.592,6.549,3099.667,2982.458,2896.667,3201.000,4958.500,2338.000,안정,13.000,04,안정,04,1.000,안정,04,20260207,01,하순,02,상순,20260209,4738.750,4670.833,4634.375,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260206,01,하순,02,상순,20260209,20260225091503
20260209,1101,무,0,32.892,2.010,1507.300,1501.750,1477.000,1385.000,3026.250,1134.000,상승주의,5.000,05,상승주의,05,1.000,상승경계,06,20260207,01,하순,02,상순,20260209,2016.341,2002.941,1988.049,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260206,01,하순,02,상순,20260209,20260225091503
20260209,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,150.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,17060.870,17059.006,17060.870,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260225091503
20260209,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,107.000,04,안정,04,1.000,안정,04,20260205,01,하순,02,상순,20260206,10211.200,10555.171,10211.200,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260205,01,하순,02,상순,20260206,20260225091503
20260209,1201,양파,0,-27.253,2.014,993.000,987.500,973.000,1022.000,1505.875,1365.000,하락주의,10.000,03,하락주의,03,1.000,하락경계,02,20260207,01,하순,02,상순,20260209,2124.400,2215.143,2098.800,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260206,01,하순,02,상순,20260209,20260225091503
20260209,1202,대파,0,-22.465,18.022,1881.000,1658.125,1542.000,1468.000,2027.000,2426.000,안정,8.000,04,안정,04,1.000,안정,04,20260207,01,하순,02,상순,20260209,5415.366,5238.037,5286.098,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260206,01,하순,02,상순,20260209,20260225091503
20260211,1001,배추,0,15.341,8.580,3248.000,2904.778,2969.333,2982.000,4721.042,2816.000,안정,15.000,04,안정,04,1.000,안정,04,20260210,02,상순,02,중순,20260211,4775.833,4890.000,4769.583,4671.000,5158.237,3767.000,,0.000,,,,0.000,,,20260210,02,상순,02,중순,20260211,20260226141503
20260211,1101,무,0,31.614,-5.690,1581.600,1598.617,1671.600,1502.000,2907.250,1202.000,상승경계,2.000,06,상승경계,06,1.000,상승경계,06,20260210,02,상순,02,중순,20260211,2002.927,2153.084,2020.000,2003.000,3255.731,1876.000,,0.000,,,,0.000,,,20260210,02,상순,02,중순,20260211,20260226141503
20260211,1207,건고추,0,0.816,0.000,13104.000,13104.000,13104.000,13104.000,13061.917,12998.000,안정,152.000,04,안정,04,1.000,안정,04,20260209,02,상순,02,중순,20260210,17060.870,17060.870,17060.870,17059.000,17678.788,17514.000,,0.000,,,,0.000,,,20260209,02,상순,02,중순,20260210,20260226141503
20260211,1209,마늘,0,7.606,0.000,8050.000,8050.000,8050.000,8050.000,7235.938,7481.000,안정,109.000,04,안정,04,1.000,안정,04,20260209,02,상순,02,중순,20260210,10659.400,10250.520,10662.400,10555.000,11165.413,11273.000,,0.000,,,,0.000,,,20260209,02,상순,02,중순,20260210,20260226141503
20260211,1201,양파,0,-30.865,-0.501,999.000,1061.667,1004.000,988.000,1567.250,1445.000,하락주의,12.000,03,안정,04,1.000,하락주의,03,20260210,02,상순,02,중순,20260211,2144.600,2170.840,2148.800,2215.000,2753.525,2484.000,,0.000,,,,0.000,,,20260210,02,상순,02,중순,20260211,20260226141503
20260211,1202,대파,0,8.651,15.925,2449.000,2073.833,2059.000,1658.000,2070.125,2254.000,안정,10.000,04,안정,04,1.000,안정,04,20260210,02,상순,02,중순,20260211,5446.829,5879.324,5489.390,5238.000,7343.328,6610.000,,0.000,,,,0.000,,,20260210,02,상순,02,중순,20260211,20260226141503
20260210,1001,배추,0,26.989,-4.389,2969.333,2982.458,3099.667,3201.000,4958.500,2338.000,안정,14.000,04,안정,04,1.000,안정,04,20260209,01,하순,02,상순,20260210,4769.583,4670.833,4738.750,4845.000,5073.344,3501.000,,0.000,,,,0.000,,,20260209,01,하순,02,상순,20260210,20260226193003
20260210,1101,무,0,47.443,9.829,1671.600,1501.750,1507.300,1385.000,3026.250,1134.000,상승경계,1.000,06,상승주의,05,1.000,상승경계,06,20260209,01,하순,02,상순,20260210,2020.000,2002.941,2016.341,2109.000,3031.122,1889.000,,0.000,,,,0.000,,,20260209,01,하순,02,상순,20260210,20260226193003
20260210,1207,건고추,0,0.645,0.000,13104.000,13104.000,13104.000,13104.000,13092.000,13020.000,안정,151.000,04,안정,04,1.000,안정,04,20260206,01,하순,02,상순,20260209,17060.870,17059.006,17060.870,16982.000,17747.826,17539.000,,0.000,,,,0.000,,,20260206,01,하순,02,상순,20260209,20260226193003
20260210,1209,마늘,0,7.105,0.000,8050.000,8050.000,8050.000,8050.000,7454.167,7516.000,안정,108.000,04,안정,04,1.000,안정,04,20260206,01,하순,02,상순,20260209,10662.400,10555.171,10211.200,11060.000,10508.867,10907.000,,0.000,,,,0.000,,,20260206,01,하순,02,상순,20260209,20260226193003
20260210,1201,양파,0,-26.447,1.096,1004.000,987.500,993.000,1022.000,1505.875,1365.000,하락주의,11.000,03,하락주의,03,1.000,하락경계,02,20260209,01,하순,02,상순,20260210,2148.800,2215.143,2124.400,2360.000,2751.567,2477.000,,0.000,,,,0.000,,,20260209,01,하순,02,상순,20260210,20260226193003
20260210,1202,대파,0,-15.128,8.645,2059.000,1658.125,1881.000,1468.000,2027.000,2426.000,안정,9.000,04,안정,04,1.000,안정,04,20260209,01,하순,02,상순,20260210,5489.390,5238.037,5415.366,5197.000,7307.867,6641.000,,0.000,,,,0.000,,,20260209,01,하순,02,상순,20260210,20260226193003
20260212,1001,배추,0,-0.781,-16.235,2794.333,2904.778,3248.000,2982.000,4721.042,2816.000,안정,16.000,04,안정,04,1.000,안정,04,20260211,02,상순,02,중순,20260212,4896.250,4890.000,4775.833,4671.000,5158.237,3767.000,,0.000,,,,0.000,,,20260211,02,상순,02,중순,20260212,20260227101503
20260212,1101,무,0,46.256,10.034,1758.000,1598.617,1581.600,1502.000,2907.250,1202.000,상승경계,3.000,06,상승경계,06,1.000,상승경계,06,20260211,02,상순,02,중순,20260212,2182.250,2153.084,2002.927,2003.000,3255.731,1876.000,,0.000,,,,0.000,,,20260211,02,상순,02,중순,20260212,20260227101503
20260212,1207,건고추,0,0.816,0.000,13104.000,13104.000,13104.000,13104.000,13061.917,12998.000,안정,153.000,04,안정,04,1.000,안정,04,20260210,02,상순,02,중순,20260211,17060.870,17060.870,17060.870,17059.000,17678.788,17514.000,,0.000,,,,0.000,,,20260210,02,상순,02,중순,20260211,20260227101503
